16
1	 14	 352	 357	 7	 7
2	 25	 242	 250	 7	 9
3	 39	 189	 195	 4	 4
4	 19	 354	 365	 1	 1
5	 26	 323	 335	 1	 1
6	 38	 217	 223	 2	 2
7	 5	 298	 306	 1	 1
8	 19	 89	 97	 1	 6
9	 6	 156	 171	 1	 3
10	 16	 53	 74	 6	 9
11	 28	 283	 303	 9	 9
12	 29	 111	 130	 6	 7
13	 23	 95	 111	 1	 6
14	 25	 170	 189	 6	 10
15	 28	 157	 174	 2	 3
16	 34	 47	 50	 4	 4
0	15	9	13	11	11	11	8	5	6	14	6	6	7	12	8
6	0	11	10	15	8	14	5	14	9	10	6	15	6	9	6
9	9	0	5	7	5	10	9	9	9	15	12	5	15	5	15
6	11	5	0	11	7	12	7	5	15	6	8	9	5	12	15
11	13	5	5	0	10	10	5	10	5	13	10	9	11	13	6
7	11	15	6	11	0	9	6	6	13	5	7	6	9	9	12
7	10	14	6	11	8	0	11	5	5	15	7	10	12	12	15
9	9	10	14	8	15	7	0	8	9	5	6	13	15	5	15
12	15	15	12	7	10	11	14	0	9	14	9	9	6	5	11
12	14	11	8	8	13	8	14	13	0	8	13	9	6	5	12
15	5	15	15	10	14	13	7	13	12	0	7	10	14	7	15
6	12	9	15	9	7	9	7	15	13	11	0	10	6	10	14
13	12	11	11	6	15	6	9	6	11	6	11	0	9	9	8
11	5	10	15	8	9	8	13	15	13	12	13	7	0	13	15
6	5	15	10	15	13	14	14	6	15	10	10	5	15	0	9
12	6	10	13	5	12	12	6	12	8	5	13	10	13	10	0
