17
1	 35	 69	 89	 2	 3
2	 22	 246	 252	 2	 2
3	 35	 214	 235	 4	 4
4	 4	 173	 187	 3	 7
5	 20	 206	 222	 2	 10
6	 14	 224	 233	 3	 8
7	 15	 302	 303	 6	 8
8	 33	 53	 68	 3	 4
9	 13	 144	 159	 3	 10
10	 8	 181	 204	 2	 4
11	 10	 52	 72	 2	 5
12	 33	 220	 238	 1	 1
13	 38	 319	 328	 2	 7
14	 38	 86	 95	 3	 4
15	 38	 180	 200	 4	 4
16	 32	 211	 222	 1	 6
17	 10	 266	 270	 2	 10
0	7	11	9	5	14	13	5	7	10	14	9	9	14	8	6	8
5	0	15	14	10	15	10	10	15	10	5	8	15	7	10	8	14
5	5	0	5	9	9	6	10	7	7	13	13	10	13	13	12	8
10	9	14	0	13	14	5	14	10	9	5	8	6	9	7	7	9
14	7	7	5	0	13	12	11	13	12	12	12	10	8	7	14	5
13	10	11	15	6	0	9	6	11	10	15	10	15	11	7	14	11
14	15	15	13	7	5	0	11	8	9	7	8	15	14	7	13	9
13	5	8	14	8	13	15	0	8	10	10	12	15	12	8	14	8
15	5	9	13	8	13	6	12	0	5	9	8	10	6	6	11	13
8	11	5	7	11	6	9	9	13	0	11	5	7	14	7	8	13
5	12	10	6	14	10	7	9	6	12	0	8	15	7	14	14	10
6	10	9	5	12	14	14	15	15	13	10	0	15	15	5	15	5
6	10	5	11	13	10	5	13	8	14	12	15	0	10	15	6	10
11	8	10	14	12	15	15	6	10	8	15	10	15	0	14	5	10
6	7	11	6	11	5	7	5	11	9	9	11	9	9	0	13	8
12	14	15	11	11	8	5	14	13	7	5	12	15	10	11	0	8
5	12	11	13	11	8	5	15	8	8	7	12	8	12	13	11	0
