13
1	 39	 -4	 5	 6	 8
2	 35	 13	 21	 7	 9
3	 21	 49	 63	 2	 3
4	 19	 30	 47	 6	 8
5	 4	 64	 66	 1	 1
6	 39	 87	 94	 3	 3
7	 21	 88	 98	 1	 2
8	 15	 84	 99	 1	 10
9	 7	 1	 2	 1	 9
10	 12	 85	 102	 2	 6
11	 22	 77	 82	 2	 8
12	 9	 13	 30	 4	 6
13	 3	 2	 12	 7	 8
0	13	15	15	5	12	15	14	7	15	5	9	13
7	0	7	6	10	12	9	10	10	13	12	15	15
13	12	0	14	10	7	9	7	10	12	10	9	6
8	15	8	0	10	14	8	5	7	7	11	6	11
7	10	11	9	0	10	12	6	14	15	6	12	5
11	7	15	7	9	0	15	5	14	14	11	8	15
10	8	11	8	9	12	0	12	6	7	8	12	13
6	13	14	8	6	15	10	0	13	10	10	11	13
11	5	7	12	9	12	5	14	0	13	8	13	13
5	15	6	13	14	10	7	15	5	0	12	14	10
8	6	8	5	7	11	11	10	10	15	0	9	7
7	12	6	15	11	5	8	15	7	8	13	0	14
12	8	10	6	10	5	8	13	14	13	11	5	0
