18
1	 5	 319	 335	 6	 9
2	 27	 256	 258	 2	 3
3	 20	 288	 309	 2	 3
4	 7	 231	 244	 2	 6
5	 36	 332	 339	 1	 1
6	 30	 333	 350	 2	 2
7	 12	 283	 294	 2	 7
8	 16	 271	 292	 1	 4
9	 17	 227	 249	 8	 10
10	 31	 241	 254	 2	 2
11	 18	 223	 226	 7	 10
12	 38	 282	 295	 4	 5
13	 28	 272	 295	 9	 10
14	 18	 299	 310	 1	 9
15	 18	 310	 322	 1	 9
16	 34	 325	 338	 2	 3
17	 33	 315	 326	 6	 10
18	 38	 308	 327	 2	 4
0	13	11	14	6	9	10	13	12	8	7	8	14	14	11	11	5	14
10	0	8	12	8	12	12	9	11	9	5	10	10	5	12	7	7	7
11	5	0	15	5	10	9	7	10	14	8	12	5	14	6	15	9	15
11	11	15	0	11	6	14	5	11	5	14	10	6	10	13	12	14	15
10	11	15	13	0	11	13	13	5	11	12	5	11	13	12	7	13	10
7	5	5	7	14	0	6	13	14	6	14	9	10	7	8	5	9	5
15	10	7	8	11	6	0	6	10	7	10	14	13	13	15	11	13	12
7	13	14	15	7	7	15	0	12	10	10	11	5	13	14	15	8	12
10	10	11	7	11	13	10	11	0	9	7	5	9	6	8	10	12	15
8	15	14	7	15	11	14	12	13	0	8	8	9	14	7	9	14	6
6	8	15	15	7	9	13	5	8	5	0	10	9	12	6	15	9	7
15	12	5	13	13	11	10	5	8	15	7	0	12	8	7	6	8	11
10	11	7	8	6	8	15	13	10	5	11	11	0	14	7	5	10	11
9	14	8	9	10	5	10	5	7	7	14	5	14	0	11	8	9	7
15	5	12	12	10	15	6	6	15	13	15	8	10	9	0	15	10	13
7	13	10	8	14	12	14	8	12	6	12	7	7	12	7	0	6	14
8	6	15	5	12	14	12	7	10	13	14	7	11	8	5	12	0	11
13	10	14	14	15	11	10	8	12	10	9	8	10	6	8	8	10	0
