19
1	 20	 283	 301	 2	 6
2	 32	 302	 316	 1	 10
3	 14	 342	 357	 1	 9
4	 29	 383	 397	 6	 8
5	 34	 424	 432	 1	 2
6	 22	 334	 339	 1	 1
7	 25	 303	 306	 2	 9
8	 16	 297	 311	 2	 8
9	 4	 346	 358	 4	 4
10	 9	 306	 307	 5	 6
11	 2	 374	 384	 8	 10
12	 26	 346	 357	 1	 4
13	 28	 322	 341	 3	 5
14	 22	 392	 402	 1	 3
15	 19	 426	 436	 1	 1
16	 12	 384	 397	 3	 6
17	 22	 275	 293	 2	 8
18	 29	 352	 358	 1	 1
19	 29	 348	 348	 1	 8
0	9	7	7	10	10	10	6	13	15	5	9	13	12	8	14	11	11	8
11	0	12	7	15	15	13	5	15	8	7	9	11	15	14	7	14	13	6
5	15	0	12	6	12	11	7	9	10	15	15	7	15	6	13	10	7	11
12	5	8	0	11	14	5	7	10	11	8	7	9	9	12	5	7	7	14
10	9	11	15	0	8	15	14	6	8	14	11	12	11	10	6	10	11	6
5	11	10	14	12	0	5	6	5	12	12	13	12	9	12	13	15	14	7
11	6	14	9	7	8	0	11	15	11	5	11	9	6	8	15	8	13	13
15	7	8	11	15	15	10	0	14	14	15	14	10	11	13	10	6	10	11
11	9	7	10	9	6	10	7	0	6	14	10	9	7	11	6	12	10	7
13	14	10	5	6	11	15	11	10	0	15	13	10	8	15	14	11	6	12
8	8	10	8	9	7	7	12	10	9	0	5	9	10	8	11	14	12	12
9	9	10	6	5	11	12	12	11	9	11	0	15	12	6	6	15	8	11
11	15	10	7	9	10	12	14	13	15	5	10	0	12	15	9	5	6	8
5	10	11	14	13	14	10	6	10	11	12	11	13	0	13	8	9	5	13
14	11	8	13	9	10	13	7	12	10	11	9	15	13	0	13	6	12	6
9	6	12	15	15	9	14	8	13	14	13	12	15	14	11	0	5	6	7
12	14	14	10	10	14	10	12	11	8	12	6	9	9	6	6	0	12	6
15	12	8	8	12	6	5	15	7	11	6	10	9	7	6	10	10	0	15
8	11	10	6	15	8	9	11	9	15	7	11	6	11	6	6	5	12	0
