12
1	 6	 -3	 2	 1	 3
2	 8	 44	 45	 1	 1
3	 14	 56	 59	 10	 10
4	 17	 20	 32	 2	 2
5	 9	 -21	 -18	 4	 7
6	 10	 75	 87	 1	 4
7	 9	 11	 12	 3	 6
8	 28	 23	 35	 3	 3
9	 20	 -2	 6	 3	 3
10	 11	 62	 63	 3	 7
11	 5	 16	 26	 1	 8
12	 15	 -3	 5	 2	 5
0	11	10	9	9	7	5	13	13	8	6	6
14	0	11	14	8	9	5	9	13	11	15	12
14	9	0	14	12	15	12	15	13	6	12	5
8	9	8	0	8	12	10	8	10	7	5	11
8	15	13	7	0	8	15	12	9	6	9	14
13	5	10	13	8	0	8	8	14	8	11	8
13	9	12	11	7	8	0	5	5	11	9	14
10	12	8	7	8	10	5	0	12	9	15	13
15	14	11	15	8	8	12	6	0	7	5	10
15	12	5	13	10	6	7	10	14	0	11	9
13	14	9	15	5	12	6	12	15	13	0	9
7	13	14	15	6	13	12	6	8	12	11	0
