18
1	 20	 32	 37	 4	 6
2	 7	 80	 82	 3	 5
3	 38	 58	 71	 8	 8
4	 14	 -6	 -6	 2	 3
5	 3	 103	 107	 2	 3
6	 28	 120	 129	 1	 1
7	 22	 44	 56	 5	 6
8	 33	 63	 63	 1	 5
9	 27	 -40	 -37	 1	 1
10	 10	 31	 45	 2	 4
11	 13	 27	 33	 7	 8
12	 3	 123	 126	 1	 1
13	 15	 144	 147	 2	 4
14	 25	 42	 42	 2	 5
15	 2	 62	 65	 1	 6
16	 11	 74	 78	 1	 1
17	 11	 149	 157	 1	 1
18	 5	 46	 51	 2	 2
0	15	7	15	5	10	13	12	8	6	13	9	14	5	12	5	8	10
15	0	8	11	8	7	6	10	12	13	13	13	8	13	5	5	13	7
9	8	0	9	13	13	9	13	9	15	5	11	6	12	14	13	12	10
12	7	11	0	8	14	9	6	5	5	9	6	13	5	13	8	12	15
15	12	13	7	0	9	6	14	8	8	7	11	7	12	11	15	7	15
14	10	9	13	7	0	5	13	11	9	15	11	13	11	14	8	14	9
5	12	13	11	14	11	0	7	7	9	15	5	14	11	11	5	5	12
5	15	11	7	7	9	9	0	11	14	6	11	15	8	6	6	8	11
13	13	14	9	8	6	9	10	0	11	8	7	10	14	13	10	10	8
8	6	8	9	8	13	5	8	13	0	15	10	10	15	7	8	15	14
15	9	12	13	11	13	6	7	7	13	0	8	11	15	13	7	8	6
10	12	10	6	9	11	10	12	5	10	9	0	12	8	5	5	5	15
5	10	11	12	13	13	6	10	10	10	15	15	0	14	15	13	11	6
14	8	7	5	10	15	12	12	10	6	8	6	15	0	12	13	8	14
10	12	8	12	7	14	9	15	15	8	14	15	14	6	0	9	9	12
8	6	10	11	14	10	12	5	8	11	14	8	11	8	10	0	12	14
12	5	6	6	15	8	13	13	10	5	11	6	10	7	13	13	0	9
12	9	15	7	7	9	6	13	13	15	5	9	13	9	5	13	8	0
