12
1	 27	 128	 130	 1	 3
2	 7	 118	 129	 1	 1
3	 10	 171	 186	 3	 7
4	 36	 185	 201	 4	 8
5	 33	 198	 216	 3	 6
6	 1	 165	 172	 1	 1
7	 9	 126	 143	 5	 9
8	 32	 156	 157	 5	 5
9	 4	 141	 154	 2	 4
10	 25	 149	 168	 1	 1
11	 40	 145	 155	 3	 10
12	 15	 144	 153	 1	 10
0	10	10	9	12	15	11	8	10	15	12	10
5	0	14	13	13	15	9	14	7	10	13	8
13	10	0	11	5	15	6	14	11	8	6	11
7	9	13	0	12	12	13	5	13	14	7	6
15	15	5	13	0	10	13	6	12	5	12	15
12	9	9	14	15	0	11	8	12	8	11	7
10	8	14	9	8	6	0	15	10	14	6	7
13	14	14	7	11	10	13	0	14	14	14	10
8	13	6	10	13	11	6	7	0	7	15	14
5	7	6	14	15	10	11	9	15	0	13	12
6	9	11	10	13	14	6	10	10	11	0	7
12	5	7	8	15	7	7	15	12	9	15	0
