12
1	 38	 89	 114	 2	 10
2	 37	 72	 90	 1	 10
3	 33	 119	 136	 1	 5
4	 36	 76	 94	 1	 1
5	 31	 146	 157	 2	 2
6	 30	 85	 97	 2	 3
7	 19	 197	 219	 2	 4
8	 39	 70	 87	 2	 5
9	 16	 249	 259	 2	 4
10	 18	 52	 78	 6	 8
11	 11	 141	 149	 1	 4
12	 29	 76	 81	 6	 7
0	15	9	8	13	13	7	5	9	12	15	7
9	0	12	8	13	14	14	13	13	11	14	11
15	7	0	15	9	15	14	6	6	6	9	12
14	13	10	0	10	9	14	13	10	5	8	9
9	10	6	10	0	8	13	13	8	6	8	11
6	11	12	15	6	0	11	5	8	12	8	8
11	6	5	14	13	5	0	10	12	6	7	9
14	8	7	13	10	10	5	0	15	15	14	10
7	10	8	9	13	10	15	15	0	7	11	8
14	11	5	12	14	5	6	13	12	0	9	15
6	5	9	7	9	9	14	6	5	7	0	5
14	10	5	15	14	9	14	7	5	14	15	0
