19
1	 21	 45	 53	 1	 1
2	 36	 428	 447	 3	 5
3	 6	 66	 77	 1	 7
4	 1	 379	 395	 6	 9
5	 12	 302	 304	 2	 7
6	 26	 4	 7	 2	 8
7	 6	 -60	 -58	 5	 7
8	 13	 -36	 -23	 4	 5
9	 32	 362	 365	 7	 7
10	 35	 146	 158	 5	 7
11	 3	 107	 123	 1	 2
12	 36	 119	 129	 2	 8
13	 27	 173	 184	 3	 10
14	 29	 72	 84	 4	 8
15	 4	 -30	 -11	 3	 4
16	 23	 327	 328	 5	 9
17	 37	 81	 89	 3	 10
18	 23	 107	 123	 2	 2
19	 25	 256	 262	 4	 6
0	10	10	12	6	5	12	11	12	8	10	9	11	11	5	8	14	15	5
9	0	8	10	11	11	10	6	5	11	9	6	6	7	14	5	13	6	15
10	6	0	9	15	14	9	12	11	15	10	7	10	8	12	8	11	9	10
11	15	14	0	8	15	11	6	15	12	9	14	15	6	12	12	13	12	8
6	13	5	6	0	15	13	12	7	8	14	5	9	7	8	13	14	12	14
15	6	14	12	10	0	11	8	6	5	6	14	15	14	14	13	10	6	7
15	6	12	10	14	12	0	10	5	13	8	9	10	14	5	13	15	5	11
10	8	10	10	11	11	7	0	7	8	6	11	8	5	11	6	9	8	15
15	6	11	8	5	7	11	14	0	7	7	8	13	8	11	13	5	5	12
13	11	14	10	7	8	13	9	8	0	7	6	9	10	10	14	13	7	9
13	13	12	12	14	7	12	13	9	12	0	10	9	13	9	9	9	9	14
15	9	5	11	6	12	8	11	7	13	11	0	14	9	6	14	10	6	14
13	15	5	10	15	9	6	10	8	5	6	14	0	11	6	14	15	5	9
6	12	6	15	13	12	6	13	10	5	9	12	9	0	13	6	5	15	13
14	15	5	9	8	12	15	8	6	7	6	10	12	12	0	6	11	8	9
5	10	15	12	5	7	5	11	6	7	6	9	5	15	15	0	15	11	15
12	13	13	9	9	13	11	15	5	15	12	15	9	9	9	14	0	9	5
12	13	11	11	6	5	12	15	8	11	10	14	7	6	5	10	15	0	8
7	12	13	13	14	7	9	10	8	15	11	7	5	14	15	14	6	13	0
