14
1	 15	 208	 230	 2	 5
2	 32	 398	 404	 2	 4
3	 37	 378	 394	 1	 2
4	 9	 200	 204	 1	 1
5	 21	 342	 354	 7	 9
6	 4	 200	 222	 1	 1
7	 39	 323	 340	 2	 3
8	 22	 318	 339	 1	 2
9	 39	 203	 204	 1	 1
10	 32	 335	 339	 1	 5
11	 11	 390	 397	 2	 5
12	 28	 230	 238	 1	 2
13	 37	 438	 440	 6	 7
14	 35	 345	 362	 5	 6
0	14	9	15	5	10	8	6	7	8	7	8	15	15
13	0	14	14	8	6	10	15	5	7	9	9	15	7
13	15	0	11	15	15	11	8	8	13	6	9	12	12
14	9	7	0	12	12	14	7	6	8	13	8	6	10
9	11	7	15	0	11	5	8	10	8	8	15	11	5
6	9	14	8	11	0	6	8	11	15	11	8	8	12
7	11	6	7	8	12	0	7	13	8	8	10	13	6
5	10	12	6	9	5	13	0	13	13	14	7	10	5
13	13	9	9	5	6	7	14	0	11	10	11	7	10
10	14	14	10	15	7	13	6	12	0	13	11	7	14
7	8	15	15	5	11	8	11	12	11	0	11	5	8
12	15	6	11	11	7	5	10	14	12	12	0	5	12
8	15	5	14	9	6	11	7	7	6	7	9	0	14
15	12	10	5	11	13	9	12	5	6	11	14	15	0
