14
1	 12	 7	 19	 2	 3
2	 15	 29	 42	 5	 5
3	 7	 106	 127	 1	 2
4	 7	 99	 118	 1	 1
5	 12	 72	 92	 6	 8
6	 33	 81	 87	 3	 3
7	 38	 68	 84	 8	 10
8	 21	 68	 74	 10	 10
9	 36	 -4	 15	 5	 10
10	 23	 84	 104	 1	 1
11	 7	 98	 104	 4	 8
12	 35	 12	 28	 2	 2
13	 38	 45	 46	 1	 3
14	 11	 0	 1	 2	 5
0	8	14	8	6	12	12	14	5	9	10	6	5	10
10	0	7	9	6	5	5	12	7	7	9	8	15	14
12	7	0	12	15	5	12	15	14	9	14	14	9	14
5	13	11	0	6	9	13	14	6	5	7	10	10	10
8	6	5	15	0	14	11	8	12	15	13	15	7	6
14	8	12	11	5	0	13	8	6	12	6	7	15	10
9	15	9	14	5	9	0	5	11	6	6	9	12	15
5	15	6	15	11	10	12	0	6	15	6	15	12	12
8	6	15	9	14	7	12	8	0	12	11	13	6	10
8	11	11	11	14	11	9	9	6	0	6	13	12	10
9	6	13	15	7	13	9	8	11	13	0	12	13	11
14	13	11	6	7	7	9	13	7	14	6	0	13	13
12	8	13	10	13	15	11	12	9	13	15	11	0	14
15	7	15	7	5	5	5	6	5	12	10	13	10	0
