20
1	 13	 121	 133	 1	 3
2	 16	 297	 307	 2	 2
3	 7	 353	 368	 4	 10
4	 18	 282	 282	 1	 2
5	 5	 314	 321	 1	 1
6	 9	 197	 204	 3	 3
7	 37	 214	 219	 1	 1
8	 38	 321	 334	 4	 4
9	 9	 318	 335	 1	 5
10	 26	 236	 247	 1	 1
11	 37	 182	 192	 2	 4
12	 5	 217	 234	 3	 6
13	 22	 284	 297	 5	 5
14	 3	 137	 148	 7	 10
15	 30	 203	 219	 3	 7
16	 27	 140	 144	 6	 10
17	 13	 286	 295	 1	 2
18	 5	 219	 219	 1	 3
19	 25	 137	 153	 2	 4
20	 11	 121	 129	 3	 3
0	11	7	8	9	10	12	14	12	7	6	13	10	10	10	6	5	10	13	9
10	0	12	5	7	10	6	5	8	9	13	9	14	6	12	9	10	9	13	13
15	10	0	15	15	13	10	11	8	10	7	8	12	6	12	10	6	12	14	14
11	12	10	0	11	7	8	14	15	5	6	14	14	12	13	5	10	13	6	5
14	11	7	10	0	11	8	15	10	10	11	10	9	14	14	6	13	7	11	9
12	8	15	15	12	0	14	11	7	8	10	14	5	12	6	9	7	13	10	6
14	7	5	7	14	11	0	13	9	5	12	8	8	7	5	14	15	12	13	11
6	14	12	7	10	14	7	0	11	14	11	14	14	7	10	13	10	10	7	14
13	11	6	6	15	5	10	6	0	12	9	8	11	12	14	12	15	11	11	14
7	6	8	12	6	7	6	7	13	0	7	5	5	15	12	7	9	7	9	11
5	6	6	13	10	9	6	9	9	7	0	13	7	6	12	10	7	11	5	8
8	13	12	8	10	11	7	15	5	10	12	0	9	11	11	8	13	15	12	13
11	11	5	5	5	14	6	13	6	15	5	6	0	14	14	7	14	15	12	14
14	13	7	11	6	14	6	14	9	10	14	15	11	0	11	12	6	6	7	7
13	6	13	7	11	12	10	11	12	5	8	15	7	15	0	9	6	6	12	12
8	6	10	8	10	7	7	13	6	9	6	8	5	15	15	0	5	6	10	6
8	12	14	14	9	12	7	13	10	14	9	10	14	10	14	14	0	6	9	6
12	13	7	12	15	13	5	5	5	9	9	9	13	7	8	10	5	0	10	8
8	9	6	10	6	8	10	13	15	15	6	6	13	6	8	14	15	13	0	6
10	14	14	8	14	7	13	9	11	13	12	10	14	12	10	12	11	12	8	0
