11
1	 8	 172	 178	 6	 8
2	 7	 198	 206	 4	 4
3	 31	 171	 187	 1	 6
4	 29	 216	 222	 1	 5
5	 28	 246	 252	 1	 4
6	 15	 181	 198	 2	 2
7	 35	 253	 265	 3	 9
8	 8	 221	 241	 1	 6
9	 34	 256	 271	 1	 4
10	 29	 123	 128	 5	 7
11	 4	 146	 147	 2	 2
0	12	7	13	10	10	13	9	7	6	14
11	0	11	15	10	9	15	9	8	9	15
15	9	0	14	10	13	7	14	11	6	10
12	6	11	0	15	6	14	15	10	10	13
8	10	11	8	0	13	15	5	8	13	7
12	15	12	13	10	0	5	10	9	15	5
11	12	7	5	15	15	0	15	15	10	6
14	9	11	9	10	13	8	0	6	11	11
13	13	11	6	12	8	10	14	0	12	7
14	10	7	7	8	7	7	10	6	0	14
9	8	8	5	6	12	5	7	13	11	0
