20
1	 24	 134	 154	 1	 3
2	 16	 153	 158	 8	 10
3	 33	 54	 76	 4	 7
4	 33	 92	 97	 5	 10
5	 37	 -3	 6	 1	 5
6	 30	 6	 14	 2	 7
7	 6	 136	 152	 3	 5
8	 15	 33	 41	 2	 3
9	 20	 -3	 8	 1	 4
10	 36	 56	 67	 1	 2
11	 25	 -3	 6	 4	 10
12	 13	 130	 153	 6	 10
13	 25	 133	 150	 8	 8
14	 26	 45	 52	 1	 1
15	 12	 36	 49	 9	 9
16	 23	 69	 91	 3	 3
17	 38	 103	 105	 1	 1
18	 32	 169	 171	 6	 8
19	 25	 28	 40	 4	 7
20	 19	 189	 194	 4	 4
0	5	10	6	8	9	14	8	8	13	5	12	11	10	14	5	8	11	9	6
13	0	15	11	10	12	10	5	9	11	10	8	8	14	7	8	7	6	12	14
9	15	0	9	12	13	8	8	12	12	13	7	7	11	10	11	9	6	6	9
5	14	12	0	5	7	9	14	6	11	8	11	13	13	13	11	12	8	9	15
7	12	10	12	0	12	6	5	6	11	10	10	8	7	6	11	7	11	9	8
6	14	15	15	13	0	6	12	10	6	13	12	12	9	8	12	10	9	12	11
7	5	10	11	10	11	0	8	7	10	10	9	5	6	8	15	8	9	11	5
10	14	14	13	5	6	9	0	7	7	7	12	5	9	12	6	6	12	13	15
5	14	6	12	5	5	9	14	0	9	15	9	6	5	5	14	8	5	10	12
13	5	9	11	6	7	15	11	10	0	12	14	8	9	14	11	5	12	14	12
13	9	14	15	6	15	12	6	12	5	0	12	12	11	12	12	5	15	8	9
6	13	7	15	6	12	15	14	9	10	15	0	10	5	5	5	14	9	12	15
7	12	7	9	15	9	11	10	15	7	6	13	0	10	5	8	8	15	12	12
10	7	7	14	9	7	12	7	6	15	15	11	10	0	13	14	7	11	8	5
7	7	9	8	9	10	6	15	7	14	14	13	12	7	0	9	8	15	6	12
12	5	8	12	11	14	15	14	11	5	12	15	15	6	6	0	11	15	14	6
13	9	10	8	8	14	7	15	14	12	7	12	10	12	7	15	0	5	14	9
5	8	5	5	6	8	14	9	9	13	7	9	11	10	8	13	6	0	15	13
14	12	8	9	11	11	8	14	15	11	10	8	12	15	14	14	6	8	0	10
13	10	5	6	13	12	14	11	13	12	8	12	8	15	13	7	14	9	11	0
