14
1	 29	 213	 236	 2	 2
2	 13	 257	 281	 7	 7
3	 27	 137	 146	 5	 9
4	 28	 175	 196	 1	 4
5	 34	 237	 245	 2	 5
6	 24	 304	 330	 1	 1
7	 34	 305	 332	 1	 7
8	 20	 275	 297	 1	 2
9	 34	 292	 298	 3	 4
10	 39	 239	 244	 1	 2
11	 30	 256	 267	 1	 6
12	 38	 221	 221	 2	 8
13	 25	 230	 235	 3	 10
14	 17	 182	 197	 1	 1
0	13	15	5	15	10	12	8	9	15	6	6	8	6
6	0	6	6	9	14	9	15	8	5	9	5	7	8
6	14	0	14	5	11	9	8	8	6	10	12	6	11
9	7	10	0	12	15	14	11	15	7	6	15	9	12
14	7	15	14	0	14	7	10	6	15	8	13	8	8
15	12	6	13	5	0	13	6	14	15	8	12	5	11
12	9	8	10	6	11	0	14	9	6	11	12	6	15
7	12	6	9	7	5	14	0	8	6	11	9	10	10
11	9	7	13	11	9	5	12	0	11	13	9	9	13
6	13	9	12	13	5	12	5	12	0	10	13	9	15
6	15	11	10	6	8	9	7	14	12	0	6	7	9
10	13	10	9	13	5	8	8	13	9	5	0	14	8
13	13	9	6	10	6	12	9	13	9	11	7	0	7
12	8	7	7	13	5	15	5	10	9	10	11	13	0
