17
1	 9	 184	 190	 5	 8
2	 39	 97	 112	 4	 7
3	 22	 181	 194	 3	 4
4	 14	 188	 202	 3	 10
5	 36	 94	 97	 6	 6
6	 21	 88	 103	 2	 5
7	 3	 185	 189	 1	 2
8	 10	 105	 115	 2	 3
9	 16	 164	 172	 1	 6
10	 4	 83	 98	 2	 4
11	 14	 169	 180	 4	 4
12	 17	 85	 102	 2	 5
13	 13	 131	 139	 1	 3
14	 32	 87	 102	 1	 1
15	 26	 151	 158	 8	 9
16	 8	 189	 193	 5	 10
17	 17	 123	 129	 4	 8
0	10	8	9	7	7	15	9	7	9	15	6	11	9	10	10	9
8	0	13	10	6	15	15	15	15	15	7	7	13	14	15	9	12
13	12	0	9	15	10	10	11	10	8	15	11	8	10	12	12	5
6	12	9	0	10	6	11	5	8	15	7	13	11	5	7	12	8
5	5	14	6	0	15	11	11	15	15	12	9	12	9	8	14	11
12	14	12	10	13	0	8	6	14	15	13	12	5	9	12	10	15
9	10	9	5	10	14	0	7	14	6	7	15	12	15	7	6	15
15	12	7	10	13	8	9	0	10	8	5	13	7	13	14	5	13
8	13	13	14	10	14	7	7	0	10	14	5	9	13	12	12	9
5	7	14	6	15	6	10	10	6	0	13	10	7	5	13	10	15
8	9	11	14	10	6	14	13	11	12	0	6	7	6	6	14	8
15	5	8	12	11	7	11	7	13	6	12	0	11	9	12	15	7
13	14	12	5	8	9	13	7	5	10	14	15	0	15	7	14	12
5	6	13	13	10	14	9	8	11	15	11	10	7	0	10	12	5
14	7	7	6	14	6	13	9	6	7	8	8	9	9	0	5	6
11	8	6	9	15	9	6	15	9	11	9	11	11	6	7	0	9
6	14	7	7	7	8	13	10	11	8	14	8	6	13	13	6	0
