14
1	 15	 101	 117	 1	 1
2	 16	 93	 112	 1	 2
3	 30	 192	 206	 4	 5
4	 23	 87	 102	 6	 7
5	 40	 96	 96	 2	 6
6	 14	 168	 187	 2	 3
7	 26	 83	 93	 1	 4
8	 2	 155	 165	 6	 6
9	 39	 183	 183	 1	 3
10	 4	 90	 109	 5	 6
11	 37	 152	 169	 5	 9
12	 3	 151	 170	 3	 6
13	 18	 85	 105	 3	 7
14	 21	 157	 161	 2	 2
0	6	5	5	8	9	6	8	15	14	14	8	6	9
10	0	14	12	9	6	14	14	15	8	7	11	9	13
6	8	0	7	6	11	7	10	14	10	15	5	6	13
9	8	12	0	6	8	14	8	14	7	7	8	15	11
9	14	13	5	0	5	12	10	11	9	5	8	7	10
14	14	14	5	6	0	15	5	12	5	10	13	12	5
8	10	13	5	7	5	0	11	10	9	12	14	10	7
14	10	15	7	7	10	11	0	11	11	8	7	12	7
13	12	13	9	10	15	11	13	0	12	12	7	11	14
9	14	15	10	7	10	7	13	5	0	7	15	14	6
9	12	7	9	15	7	15	10	14	11	0	6	6	8
12	7	5	6	12	14	8	9	7	7	15	0	6	13
10	7	6	7	11	7	13	6	6	11	15	7	0	6
12	6	5	12	14	7	8	6	10	12	14	15	6	0
